acc,loss,val_acc,val_loss,learning_rate
0.5577395558357239,54.10725784301758,0.446601927280426,30.362667083740234,0.0010000000474974513
0.5307125449180603,22.451797485351562,0.553398072719574,3.121436357498169,0.0010000000474974513
0.5331695079803467,3.747114896774292,0.446601927280426,2.6157724857330322,0.0010000000474974513
0.5872235894203186,1.3884952068328857,0.446601927280426,3.391763925552368,0.0010000000474974513
0.5675675868988037,2.2630367279052734,0.446601927280426,1.8072407245635986,0.0010000000474974513
0.5356265306472778,3.2096590995788574,0.48543688654899597,1.8498945236206055,0.0010000000474974513
0.5356265306472778,2.2531747817993164,0.5048543810844421,0.8037399649620056,0.0010000000474974513
0.5700245499610901,1.6262396574020386,0.5922330021858215,0.681778609752655,0.0010000000474974513
0.5552825331687927,1.2885406017303467,0.582524299621582,0.6903891563415527,0.0010000000474974513
0.6093366146087646,0.8050860166549683,0.5048543810844421,0.9101067781448364,0.0010000000474974513
0.5503685474395752,1.191799521446228,0.5436893105506897,0.7062188386917114,0.0010000000474974513
0.5749385952949524,0.8799847364425659,0.5242718458175659,0.7055659890174866,0.0010000000474974513
0.5945945978164673,0.9900745153427124,0.5339806079864502,0.6818099617958069,0.0010000000474974513
0.5872235894203186,1.0943093299865723,0.5048543810844421,1.064871072769165,0.0005000000237487257
0.6068795919418335,0.8764909505844116,0.5728155374526978,0.6627423763275146,0.0005000000237487257
0.6289926171302795,0.6542900800704956,0.49514561891555786,0.7059369087219238,0.0005000000237487257
0.6093366146087646,0.6607515215873718,0.48543688654899597,0.6952916979789734,0.0005000000237487257
0.6437346339225769,0.6036558151245117,0.49514561891555786,0.6956149339675903,0.0005000000237487257
0.6683046817779541,0.6147318482398987,0.5339806079864502,0.6767657995223999,0.0005000000237487257
0.6388206481933594,0.6212987303733826,0.5048543810844421,0.7163528800010681,0.0005000000237487257
0.6560196280479431,0.5785397887229919,0.5048543810844421,0.7745417356491089,0.0002500000118743628
0.6535626649856567,0.6090355515480042,0.5048543810844421,0.887159526348114,0.0002500000118743628
0.6167076230049133,0.69173663854599,0.5048543810844421,0.892318844795227,0.0002500000118743628
